01.11.2007 17:04
45 Messungen
5 Wiederholungen






Amplitude Frequenz Q-Faktor Strom Temperatur
6.36499 15470 2921.51 0.375 30.75
6.36395 15470 2924.58 0.375 30.75
6.36318 15470 2919.8 0.375 30.75
6.36394 15470.1 2922.29 0.375 30.75
6.3153 15563.5 2937.76 0.395 30.75
6.31562 15564.1 2938.38 0.395 30.75
6.31634 15564.1 2940.39 0.395 30.75
6.31548 15564.2 2941.17 0.395 30.75
6.31583 15563.7 2936.77 0.395 30.75
6.26348 15657.6 2955.24 0.415 30.75
6.26434 15658.5 2961.31 0.415 30.75
6.26445 15658.2 2952.78 0.415 30.75
6.26364 15658.1 2954.36 0.415 30.75
6.26378 15658.3 2959.36 0.415 30.75
6.1988 15751.8 2968.58 0.435 30.75
6.19847 15752.6 2961.54 0.435 30.75
6.20019 15752.5 2972.7 0.435 30.75
6.19958 15752.5 2970.4 0.435 30.75
6.19942 15752.6 2967.28 0.435 30.75
6.13518 15845.6 2977.05 0.455 30.75
6.13529 15846 2977.13 0.455 30.75
6.13498 15845.7 2974.07 0.455 31.05
6.13495 15845.6 2978.52 0.455 30.75
6.13487 15845.8 2976.53 0.455 31.05
6.10979 15939.5 3014.78 0.475 30.75
6.10948 15940.1 3011.97 0.475 30.75
6.1093 15940.3 3011.16 0.475 30.75
6.11111 15940 3021.72 0.475 30.75
6.1099 15939.6 3018.39 0.475 30.75
6.0716 16031.6 3051.04 0.495 30.75
6.07113 16032.4 3038.67 0.495 31.05
6.06983 16032.5 3036.42 0.495 30.75
6.07151 16032.9 3044.65 0.495 30.75
6.07134 16032.5 3045.17 0.495 30.75
6.02701 16122.4 3062.53 0.515 30.75
6.02709 16123.1 3068.44 0.515 30.75
6.02631 16123.3 3064.75 0.515 30.75
6.02682 16123.2 3059.46 0.515 30.75
6.02653 16123.1 3070.44 0.515 30.75
5.98009 16213 3082.25 0.535 31.05
5.98031 16213.4 3084.14 0.535 30.75
5.98076 16213.5 3088.17 0.535 30.75
5.98064 16213.7 3088.14 0.535 30.75
5.9817 16213.8 3083.04 0.535 30.75
5.93417 16301.7 3105.58 0.555 30.75
5.93379 16302.4 3107.5 0.555 30.75
5.93366 16302.5 3103.46 0.555 30.75
5.93083 16302.5 3112.26 0.555 30.75
5.93184 16302.6 3106.69 0.555 30.75
5.8895 16389.4 3123.18 0.575 30.75
5.88689 16389.8 3118.88 0.575 30.75
5.88619 16390 3119.39 0.575 31.05
5.88659 16390.1 3123.38 0.575 31.05
5.887 16390 3122.97 0.575 31.05
5.83888 16476.2 3148.63 0.595 31.05
5.83611 16476.8 3141.39 0.595 31.05
5.8351 16476.4 3140.1 0.595 31.05
5.8346 16476.4 3145.68 0.595 31.05
5.83457 16476.4 3140 0.595 31.05
5.78646 16561.8 3164.11 0.615 31.35
5.78455 16562.5 3160.35 0.615 31.05
5.78337 16562.8 3159.81 0.615 31.05
5.7826 16562.8 3162.59 0.615 31.05
5.78368 16563 3151.69 0.615 31.05
5.73552 16647.1 3172.21 0.635 31.05
5.73511 16647.6 3179.98 0.635 31.05
5.73348 16647.6 3174.77 0.635 31.05
5.73327 16647.6 3169.71 0.635 31.35
5.73256 16647.4 3172.08 0.635 31.05
5.68191 16731.6 3186.73 0.655 31.05
5.68145 16732.5 3189.64 0.655 31.35
5.68028 16732.7 3186.23 0.655 31.05
5.68136 16733 3192.04 0.655 31.05
5.68016 16732.8 3192.43 0.655 31.35
5.64318 16814.5 3193.6 0.675 31.35
5.63988 16815.6 3202.72 0.675 31.35
5.63767 16815.4 3204.3 0.675 31.35
5.63779 16815.5 3206.22 0.675 31.35
5.63534 16815.6 3206.1 0.675 31.35
5.59285 16897.9 3216.91 0.695 31.35
5.60125 16898.4 3223.95 0.695 31.35
5.59952 16898.2 3225.89 0.695 31.35
5.59936 16897.8 3226.38 0.695 31.65
5.59794 16897.9 3220.59 0.695 31.65
5.57136 16980.9 3241.99 0.715 31.65
5.56334 16981.7 3238.22 0.715 31.65
5.56437 16982 3237.4 0.715 31.65
5.56858 16981.8 3239.49 0.715 31.95
5.56671 16981.8 3243.84 0.715 31.65
5.49549 17062.4 3259.38 0.735 31.65
5.4952 17063.4 3258.53 0.735 31.95
5.4928 17062.9 3257.54 0.735 31.95
5.4926 17062.9 3262.78 0.735 31.95
5.4911 17062.9 3260.91 0.735 31.95
5.50758 17143.3 3239.19 0.755 31.95
5.44823 17144.3 3294.46 0.755 31.95
5.44721 17144.7 3290.43 0.755 31.95
5.44831 17144.6 3282.21 0.755 31.95
5.44496 17144.3 3290.23 0.755 31.95
5.4063 17223.3 3290.76 0.775 32.25
5.39169 17224.5 3285.2 0.775 32.25
5.39054 17224.2 3295.2 0.775 32.25
5.39004 17224 3299.04 0.775 32.25
5.38879 17224 3297.82 0.775 32.25
5.33891 17302.1 3311.52 0.795 32.55
5.33996 17303.5 3303.56 0.795 32.55
5.33878 17303.3 3309.48 0.795 32.55
5.33775 17303.7 3304.91 0.795 32.55
5.33812 17304 3312.34 0.795 32.25
5.29862 17380.8 3324.8 0.815 32.55
5.28552 17381.8 3321.3 0.815 32.25
5.28174 17381.7 3322.89 0.815 32.55
5.28172 17380.6 3324.23 0.815 32.55
5.27936 17380.3 3320.45 0.815 32.55
5.23501 17456.7 3324.17 0.835 32.85
5.23351 17457.6 3329.35 0.835 32.55
5.22987 17458.2 3327.64 0.835 32.85
5.22488 17458.6 3329.89 0.835 32.55
5.22366 17459.1 3335.63 0.835 32.55
5.17944 17531.7 3348.35 0.855 32.85
5.17814 17533.1 3348.23 0.855 32.85
5.17638 17533.3 3345.46 0.855 32.85
5.17421 17533.4 3352.79 0.855 32.55
5.17125 17533.5 3355.72 0.855 32.85
5.12902 17604.5 3363.98 0.875 32.85
5.12533 17605.1 3366.59 0.875 32.85
5.12411 17605.1 3360.56 0.875 33.15
5.12202 17605.1 3361.9 0.875 33.15
5.12058 17604.5 3361.81 0.875 33.15
5.07973 17675.4 3373.88 0.895 33.45
5.07741 17676.1 3380.68 0.895 33.45
5.07613 17675.5 3379.39 0.895 33.45
5.07516 17675.5 3375 0.895 33.45
5.07341 17675.1 3377.98 0.895 33.75
5.03515 17744.3 3390.87 0.915 33.75
5.03268 17745.7 3386.23 0.915 34.05
5.03083 17745.3 3391.82 0.915 34.05
5.02834 17745.2 3386.6 0.915 34.05
5.02447 17745.8 3392.75 0.915 34.05
4.98566 17811.7 3402.77 0.935 34.35
4.98431 17811.8 3407.13 0.935 34.35
4.98179 17811.2 3404.36 0.935 34.35
4.97885 17811.3 3409.68 0.935 34.65
4.97647 17812.2 3403.08 0.935 34.35
4.93973 17874.3 3419.55 0.955 34.35
4.93734 17875.7 3422.48 0.955 34.35
4.93443 17876 3411.12 0.955 34.35
4.93319 17875.8 3418.49 0.955 34.35
4.93068 17874.6 3409.76 0.955 34.35
