temps	chemin
1.08567E-3	-1.496E1
1.08763E-3	-1.52297E1
1.08958E-3	-1.55219E1
1.09153E-3	-1.5663E1
1.09348E-3	-1.57944E1
1.09544E-3	-1.61206E1
1.09739E-3	-1.63133E1
1.09934E-3	-1.65496E1
1.1013E-3	-1.68431E1
1.10325E-3	-1.69946E1
1.1052E-3	-1.73903E1
1.10716E-3	-1.7647E1
1.10911E-3	-1.79188E1
1.11106E-3	-1.81778E1
1.11302E-3	-1.83712E1
1.11497E-3	-1.88227E1
1.11692E-3	-1.90921E1
1.11888E-3	-1.94659E1
1.12083E-3	-1.96563E1
1.12278E-3	-2.01503E1
1.12473E-3	-2.04701E1
1.12669E-3	-2.09338E1
1.12864E-3	-2.11289E1
1.1306E-3	-2.13723E1
1.13255E-3	-2.17786E1
1.1345E-3	-2.22316E1
1.13645E-3	-2.25892E1
1.13841E-3	-2.29251E1
1.14036E-3	-2.32853E1
1.14231E-3	-2.38318E1
1.14427E-3	-2.43116E1
1.14622E-3	-2.462E1
1.14817E-3	-2.50278E1
1.15013E-3	-2.55745E1
1.15208E-3	-2.59512E1
1.15403E-3	-2.63844E1
1.15599E-3	-2.67623E1
1.15794E-3	-2.73047E1
1.15989E-3	-2.77747E1
1.16184E-3	-2.83565E1
1.1638E-3	-2.88118E1
1.16575E-3	-2.93157E1
1.1677E-3	-2.9827E1
1.16966E-3	-3.03325E1
1.17161E-3	-3.08384E1
1.17356E-3	-3.13576E1
1.17552E-3	-3.19441E1
1.17747E-3	-3.24578E1
1.17942E-3	-3.29898E1
1.18138E-3	-3.35981E1
1.18333E-3	-3.41338E1
1.18528E-3	-3.47905E1
1.18724E-3	-3.52788E1
1.18919E-3	-3.60764E1
1.19114E-3	-3.65458E1
1.19309E-3	-3.71549E1
1.19505E-3	-3.77777E1
1.197E-3	-3.84044E1
1.19895E-3	-3.91827E1
1.20091E-3	-3.97653E1
1.20286E-3	-4.04758E1
1.20481E-3	-4.11253E1
1.20677E-3	-4.18044E1
1.20872E-3	-4.251E1
1.21067E-3	-4.31579E1
1.21263E-3	-4.38443E1
1.21458E-3	-4.46978E1
1.21653E-3	-4.54451E1
1.21849E-3	-4.61621E1
1.22044E-3	-4.68348E1
1.22239E-3	-4.76489E1
1.22434E-3	-4.83582E1
1.2263E-3	-4.91691E1
1.22825E-3	-5.0048E1
1.2302E-3	-5.08338E1
1.23216E-3	-5.17116E1
1.23411E-3	-5.24733E1
1.23606E-3	-5.33061E1
1.23802E-3	-5.40777E1
1.23997E-3	-5.50928E1
1.24192E-3	-5.58993E1
1.24388E-3	-5.6705E1
1.24583E-3	-5.77455E1
1.24778E-3	-5.8537E1
1.24973E-3	-5.96002E1
1.25169E-3	-6.0509E1
1.25364E-3	-6.1459E1
1.25559E-3	-6.25606E1
1.25755E-3	-6.34808E1
1.2595E-3	-6.44103E1
1.26145E-3	-6.54692E1
1.26341E-3	-6.65592E1
1.26536E-3	-6.76145E1
1.26731E-3	-6.87211E1
1.26927E-3	-6.98056E1
1.27122E-3	-7.08302E1
1.27317E-3	-7.19251E1
1.27513E-3	-7.30315E1
1.27708E-3	-7.41813E1
1.27903E-3	-7.5452E1
1.28098E-3	-7.66541E1
1.28294E-3	-7.78878E1
1.28489E-3	-7.89573E1
1.28684E-3	-8.0165E1
1.2888E-3	-8.14498E1
1.29075E-3	-8.27837E1
1.2927E-3	-8.41436E1
1.29466E-3	-8.53891E1
1.29661E-3	-8.68568E1
1.29856E-3	-8.80651E1
1.30052E-3	-8.9435E1
1.30247E-3	-9.07857E1
1.30442E-3	-9.22521E1
1.30638E-3	-9.37112E1
1.30833E-3	-9.49693E1
1.31028E-3	-9.65804E1
1.31224E-3	-9.8008E1
1.31419E-3	-9.94481E1
1.31614E-3	-1.01099E2
1.3181E-3	-1.02546E2
1.32005E-3	-1.04016E2
1.322E-3	-1.05574E2
1.32395E-3	-1.0711E2
1.32591E-3	-1.08648E2
1.32786E-3	-1.10232E2
1.32981E-3	-1.11847E2
1.33177E-3	-1.13508E2
1.33372E-3	-1.1515E2
1.33567E-3	-1.16788E2
1.33763E-3	-1.18383E2
1.33958E-3	-1.2019E2
1.34153E-3	-1.2176E2
1.34348E-3	-1.23597E2
1.34544E-3	-1.25272E2
1.34739E-3	-1.27096E2
1.34934E-3	-1.28873E2
1.3513E-3	-1.30431E2
1.35325E-3	-1.32434E2
1.3552E-3	-1.34232E2
1.35716E-3	-1.35924E2
1.35911E-3	-1.37978E2
1.36106E-3	-1.39676E2
1.36302E-3	-1.41502E2
1.36497E-3	-1.43402E2
1.36692E-3	-1.4505E2
1.36888E-3	-1.47086E2
1.37083E-3	-1.48941E2
1.37278E-3	-1.51404E2
1.37473E-3	-1.53072E2
1.37669E-3	-1.54805E2
1.37864E-3	-1.56639E2
1.3806E-3	-1.5849E2
